NCRO_1000000	hsa-miR-548f-5
NCRO_1002075	hsa-miR-6729-5p
NCRO_1002076	hsa-miR-3181
NCRO_1002077	hsa-miR-3152-3p
NCRO_1002078	hsa-miR-302b
NCRO_1002079	hsa-miR-370-3p
NCRO_1002080	hsa-miR-4719
NCRO_1002081	hsa-miR-4461
NCRO_1002082	hsa-miR-4256
NCRO_1002083	hsa-miR-3613-3p
NCRO_1002084	hsa-miR-103a-2-5p
NCRO_1002085	hsa-miR-3140-5p
NCRO_1002086	hsa-miR-4666a
NCRO_1002087	hsa-miR-221
NCRO_1002088	hsa-miR-519d-5p
NCRO_1002089	hsa-miR-4735-3p
NCRO_1002090	hsa-miR-6069
NCRO_1002091	hsa-miR-148a
NCRO_1002092	hsa-miR-520c
NCRO_1002093	hsa-miR-4522
NCRO_1002094	hsa-miR-1268a
NCRO_1002095	hsa-miR-1227
NCRO_1002096	hsa-miR-3173-5p
NCRO_1002097	hsa-miR-660-5p
NCRO_1002098	hsa-miR-514a-1
NCRO_1002099	hsa-miR-4712-5p
NCRO_1002100	hsa-miR-1229-3p
NCRO_1002101	hsa-miR-186-3p
NCRO_1002102	hsa-miR-4781
NCRO_1002103	hsa-miR-8077
NCRO_1002104	hsa-miR-609
NCRO_1002105	hsa-miR-379
NCRO_1002106	hsa-miR-4728
NCRO_1002107	hsa-miR-4325
NCRO_1002108	hsa-miR-6504-3p
NCRO_1002109	hsa-miR-1178-3p
NCRO_1002110	hsa-miR-3179-4
NCRO_1002111	hsa-miR-1284
NCRO_1002112	hsa-let-7a-2
NCRO_1002113	hsa-miR-218-2
NCRO_1002114	hsa-miR-4694-3p
NCRO_1002115	hsa-miR-1251-5p
NCRO_1002116	hsa-miR-4318
NCRO_1002117	hsa-miR-135b-5p
NCRO_1002118	hsa-miR-548f-1
NCRO_1002119	hsa-miR-92b-5p
NCRO_1002120	hsa-miR-100
NCRO_1002121	hsa-miR-4530
NCRO_1002122	hsa-miR-4651
NCRO_1002123	hsa-miR-1205
NCRO_1002124	hsa-miR-578
NCRO_1002125	hsa-miR-6892
NCRO_1002126	hsa-miR-320e
NCRO_1002127	hsa-miR-1185-1
NCRO_1002128	hsa-miR-1204
NCRO_1002129	hsa-miR-6847-3p
NCRO_1002130	hsa-miR-4271
NCRO_1002131	hsa-miR-199a-2
NCRO_1002132	hsa-let-7f-5p
NCRO_1002133	hsa-miR-550b-1
NCRO_1002134	hsa-miR-3916
NCRO_1002135	hsa-miR-5591-3p
NCRO_1002136	hsa-miR-143
NCRO_1002137	hsa-miR-23a-3p
NCRO_1002138	hsa-miR-4445-3p
NCRO_1002139	hsa-let-7g-5p
NCRO_1002140	hsa-miR-584-3p
NCRO_1002141	hsa-miR-3122
NCRO_1002142	hsa-miR-448
NCRO_1002143	hsa-miR-1185-2-3p
NCRO_1002144	hsa-miR-587
NCRO_1002145	hsa-miR-548ap
NCRO_1002146	hsa-miR-1277-5p
NCRO_1002147	hsa-miR-6726-5p
NCRO_1002148	hsa-miR-4740-3p
NCRO_1002149	hsa-miR-3189-3p
NCRO_1002150	hsa-miR-4727-3p
NCRO_1002151	hsa-miR-6882-3p
NCRO_1002152	hsa-miR-5091
NCRO_1002153	hsa-miR-5787
NCRO_1002154	hsa-miR-6816
NCRO_1002155	hsa-miR-6795
NCRO_1002156	hsa-miR-2054
NCRO_1002157	hsa-miR-6841-3p
NCRO_1002158	hsa-miR-489-3p
NCRO_1002159	hsa-miR-920
NCRO_1002160	hsa-miR-4295
NCRO_1002161	hsa-miR-4253
NCRO_1002162	hsa-miR-6848
NCRO_1002163	hsa-miR-6798
NCRO_1002164	hsa-miR-139
NCRO_1002165	hsa-miR-1268b
NCRO_1002166	hsa-miR-200c-5p
NCRO_1002167	hsa-miR-6832-3p
NCRO_1002168	hsa-miR-125b-5p
NCRO_1002169	hsa-miR-5692c-1
NCRO_1002170	hsa-miR-150-3p
NCRO_1002171	hsa-miR-501-5p
NCRO_1002172	hsa-miR-4697-3p
NCRO_1002173	hsa-miR-1287-5p
NCRO_1002174	hsa-miR-6730-5p
NCRO_1002175	hsa-miR-6797-3p
NCRO_1002176	hsa-miR-4692
NCRO_1002177	hsa-miR-553
NCRO_1002178	hsa-miR-6884
NCRO_1002179	hsa-miR-4293
NCRO_1002180	hsa-miR-617
NCRO_1002181	hsa-miR-516a-5p
NCRO_1002182	hsa-miR-612
NCRO_1002183	hsa-miR-1178
NCRO_1002184	hsa-miR-584-5p
NCRO_1002185	hsa-miR-6881-3p
NCRO_1002186	hsa-miR-4527
NCRO_1002187	hsa-miR-152-5p
NCRO_1002188	hsa-miR-4680-5p
NCRO_1002189	hsa-miR-5002
NCRO_1002190	hsa-miR-6513-5p
NCRO_1002191	hsa-miR-6082
NCRO_1002192	hsa-miR-8056
NCRO_1002193	hsa-miR-1298-3p
NCRO_1002194	hsa-miR-4663
NCRO_1002195	hsa-miR-6800
NCRO_1002196	hsa-miR-5583-2
NCRO_1002197	hsa-miR-1911-3p
NCRO_1002198	hsa-miR-4540
NCRO_1002199	hsa-miR-1285-2
NCRO_1002200	hsa-miR-4253
NCRO_1002201	hsa-miR-6758
NCRO_1002202	hsa-miR-1295a
NCRO_1002203	hsa-miR-3649
NCRO_1002204	hsa-miR-342
NCRO_1002205	hsa-miR-2277
NCRO_1002206	hsa-miR-5702
NCRO_1002207	hsa-miR-4432
NCRO_1002208	hsa-miR-514a-5p
NCRO_1002209	hsa-miR-6893-5p
NCRO_1002210	hsa-miR-5189
NCRO_1002211	hsa-miR-3606-5p
NCRO_1002212	hsa-miR-6880-3p
NCRO_1002213	hsa-miR-6883-3p
NCRO_1002214	hsa-miR-3942-5p
NCRO_1002215	hsa-miR-3606-3p
NCRO_1002216	hsa-miR-4252
NCRO_1002217	hsa-miR-4768-3p
NCRO_1002218	hsa-miR-3908
NCRO_1002219	hsa-miR-200c-3p
NCRO_1002220	hsa-miR-6814
NCRO_1002221	hsa-miR-3140
NCRO_1002222	hsa-miR-146a
NCRO_1002223	hsa-miR-4660
NCRO_1002224	hsa-miR-520e
NCRO_1002225	hsa-miR-3194-3p
NCRO_1002226	hsa-miR-4273
NCRO_1002227	hsa-miR-6506
NCRO_1002228	hsa-miR-218-1-3p
NCRO_1002229	hsa-miR-124-3p
NCRO_1002230	hsa-miR-766
NCRO_1002231	hsa-miR-133b
NCRO_1002232	hsa-miR-197-5p
NCRO_1002233	hsa-miR-4492
NCRO_1002234	hsa-miR-4703-3p
NCRO_1002235	hsa-miR-4668-5p
NCRO_1002236	hsa-miR-4712-3p
NCRO_1002237	hsa-miR-4639-3p
NCRO_1002238	hsa-miR-8064
NCRO_1002239	hsa-miR-3686
NCRO_1002240	hsa-miR-1272
NCRO_1002241	hsa-miR-4680-3p
NCRO_1002242	hsa-miR-499b-5p
NCRO_1002243	hsa-miR-6776-3p
NCRO_1002244	hsa-miR-548ab
NCRO_1002245	hsa-miR-4450
NCRO_1002246	hsa-miR-887-3p
NCRO_1002247	hsa-miR-8085
NCRO_1002248	hsa-miR-3690-2
NCRO_1002249	hsa-miR-3691
NCRO_1002250	hsa-miR-1468
NCRO_1002251	hsa-miR-6750
NCRO_1002252	hsa-miR-4784
NCRO_1002253	hsa-miR-6512-5p
NCRO_1002254	hsa-miR-4538
NCRO_1002255	hsa-miR-8075
NCRO_1002256	hsa-miR-1206
NCRO_1002257	hsa-miR-4423
NCRO_1002258	hsa-miR-6770-3
NCRO_1002259	hsa-miR-4768
NCRO_1002260	hsa-miR-3679-5p
NCRO_1002261	hsa-miR-371a
NCRO_1002262	hsa-miR-3689a-5p
NCRO_1002263	hsa-miR-299-3p
NCRO_1002264	hsa-miR-3192
NCRO_1002265	hsa-miR-4645-3p
NCRO_1002266	hsa-miR-4780
NCRO_1002267	hsa-miR-3606
NCRO_1002268	hsa-miR-548as-5p
NCRO_1002269	hsa-miR-4422
NCRO_1002270	hsa-miR-6856-3p
NCRO_1002271	hsa-miR-5681b
NCRO_1002272	hsa-miR-24-2
NCRO_1002273	hsa-miR-4459
NCRO_1002274	hsa-miR-4674
NCRO_1002275	hsa-miR-9-1
NCRO_1002276	hsa-miR-3667-5p
NCRO_1002277	hsa-miR-4694-5p
NCRO_1002278	hsa-miR-5093
NCRO_1002279	hsa-miR-548z
NCRO_1002280	hsa-miR-5682
NCRO_1002281	hsa-miR-1307-3p
NCRO_1002282	hsa-miR-6790-5p
NCRO_1002283	hsa-miR-1237-5p
NCRO_1002284	hsa-miR-5189-5p
NCRO_1002285	hsa-miR-1246
NCRO_1002286	hsa-miR-8074
NCRO_1002287	hsa-miR-3147
NCRO_1002288	hsa-miR-6864-3p
NCRO_1002289	hsa-miR-3188
NCRO_1002290	hsa-miR-4526
NCRO_1002291	hsa-miR-8082
NCRO_1002292	hsa-miR-9500
NCRO_1002293	hsa-miR-132-3p
NCRO_1002294	hsa-miR-92b
NCRO_1002295	hsa-miR-6806-5p
NCRO_1002296	hsa-miR-873-5p
NCRO_1002297	hsa-miR-1185-2
NCRO_1002298	hsa-miR-6864
NCRO_1002299	hsa-miR-1182
NCRO_1002300	hsa-miR-642a-5p
NCRO_1002301	hsa-miR-4694
NCRO_1002302	hsa-miR-639
NCRO_1002303	hsa-miR-6799-5p
NCRO_1002304	hsa-miR-5197-3p
NCRO_1002305	hsa-miR-4751
NCRO_1002306	hsa-miR-6840-5p
NCRO_1002307	hsa-miR-181c
NCRO_1002308	hsa-miR-6747
NCRO_1002309	hsa-miR-6130
NCRO_1002310	hsa-miR-152
NCRO_1002311	hsa-miR-512-1
NCRO_1002312	hsa-miR-3663-5p
NCRO_1002313	hsa-miR-4501
NCRO_1002314	hsa-miR-4277
NCRO_1002315	hsa-let-7d
NCRO_1002316	hsa-miR-588
NCRO_1002317	hsa-miR-7106
NCRO_1002318	hsa-miR-548ah-5p
NCRO_1002319	hsa-miR-6727-5p
NCRO_1002320	hsa-miR-429
NCRO_1002321	hsa-miR-6856
NCRO_1002322	hsa-miR-3919
NCRO_1002323	hsa-miR-580-5p
NCRO_1002324	hsa-miR-3064-5p
NCRO_1002325	hsa-miR-653-3p
NCRO_1002326	hsa-miR-4670-5p
NCRO_1002327	hsa-miR-3616-3p
NCRO_1002328	hsa-miR-324
NCRO_1002329	hsa-miR-16-2-3p
NCRO_1002330	hsa-miR-3193
NCRO_1002331	hsa-miR-4776-3p
NCRO_1002332	hsa-miR-1288-5p
NCRO_1002333	hsa-miR-7114
NCRO_1002334	hsa-miR-6787-3p
NCRO_1002335	hsa-miR-1273g-3p
NCRO_1002336	hsa-miR-539-3p
NCRO_1002337	hsa-miR-572
NCRO_1002338	hsa-miR-6748
NCRO_1002339	hsa-miR-3130-1
NCRO_1002340	hsa-miR-6724-4
NCRO_1002341	hsa-miR-511-5p
NCRO_1002342	hsa-miR-3153
NCRO_1002343	hsa-miR-7702
NCRO_1002344	hsa-miR-802
NCRO_1002345	hsa-miR-3143
NCRO_1002346	hsa-miR-1909
NCRO_1002347	hsa-miR-424-5p
NCRO_1002348	hsa-miR-1273d
NCRO_1002349	hsa-miR-139-3p
NCRO_1002350	hsa-miR-3934-3p
NCRO_1002351	hsa-miR-193a-3p
NCRO_1002352	hsa-miR-4328
NCRO_1002353	hsa-miR-548ab
NCRO_1002354	hsa-miR-6506-3p
NCRO_1002355	hsa-miR-4635
NCRO_1002356	hsa-miR-181b-1
NCRO_1002357	hsa-miR-6729-3p
NCRO_1002358	hsa-miR-3074
NCRO_1002359	hsa-miR-4713-3p
NCRO_1002360	hsa-miR-320a
NCRO_1002361	hsa-miR-203a
NCRO_1002362	hsa-miR-6872
NCRO_1002363	hsa-miR-193b-3p
NCRO_1002364	hsa-miR-3912
NCRO_1002365	hsa-miR-4745
NCRO_1002366	hsa-miR-516b-1
NCRO_1002367	hsa-miR-195
NCRO_1002368	hsa-miR-30d-3p
NCRO_1002369	hsa-miR-920
NCRO_1002370	hsa-miR-195-5p
NCRO_1002371	hsa-miR-600
NCRO_1002372	hsa-miR-6890
NCRO_1002373	hsa-miR-548aw
NCRO_1002374	hsa-miR-410-3p
NCRO_1002375	hsa-miR-550b-2-5p
NCRO_1002376	hsa-miR-548c-3p
NCRO_1002377	hsa-miR-501-3p
NCRO_1002378	hsa-miR-5683
NCRO_1002379	hsa-miR-126-5p
NCRO_1002380	hsa-miR-623
NCRO_1002381	hsa-miR-6809
NCRO_1002382	hsa-miR-4516
NCRO_1002383	hsa-miR-4499
NCRO_1002384	hsa-miR-455
NCRO_1002385	hsa-miR-2115-3p
NCRO_1002386	hsa-miR-599
NCRO_1002387	hsa-miR-15b
NCRO_1002388	hsa-miR-3940
NCRO_1002389	hsa-miR-2681-5p
NCRO_1002390	hsa-miR-4718
NCRO_1002391	hsa-miR-6505
NCRO_1002392	hsa-miR-4787-3p
NCRO_1002393	hsa-miR-4482-3p
NCRO_1002394	hsa-miR-3165
NCRO_1002395	hsa-miR-1193
NCRO_1002396	hsa-miR-6811-5p
NCRO_1002397	hsa-miR-2110
NCRO_1002398	hsa-miR-4659b
NCRO_1002399	hsa-miR-6129
NCRO_1002400	hsa-miR-6819-3p
NCRO_1002401	hsa-miR-624-3p
NCRO_1002402	hsa-miR-3591
NCRO_1002403	hsa-miR-6768-3p
NCRO_1002404	hsa-miR-5000
NCRO_1002405	hsa-miR-550a-3
NCRO_1002406	hsa-miR-3689b-5p
NCRO_1002407	hsa-miR-744-3p
NCRO_1002408	hsa-miR-3681-5p
NCRO_1002409	hsa-miR-5579
NCRO_1002410	hsa-miR-1288-3p
NCRO_1002411	hsa-miR-1302-2
NCRO_1002412	hsa-miR-607
NCRO_1002413	hsa-miR-4509-2
NCRO_1002414	hsa-miR-1468-5p
NCRO_1002415	hsa-miR-6869-5p
NCRO_1002416	hsa-miR-3691-3p
NCRO_1002417	hsa-miR-3686
NCRO_1002418	hsa-miR-153-2
NCRO_1002419	hsa-miR-6125
NCRO_1002420	hsa-miR-4499
NCRO_1002421	hsa-miR-6126
NCRO_1002422	hsa-miR-548an
NCRO_1002423	hsa-miR-383
NCRO_1002424	hsa-miR-4730
NCRO_1002425	hsa-miR-6727-3p
NCRO_1002426	hsa-miR-643
NCRO_1002427	hsa-miR-4758
NCRO_1002428	hsa-miR-4422
NCRO_1002429	hsa-miR-1244-2
NCRO_1002430	hsa-miR-7978
NCRO_1002431	hsa-miR-373
NCRO_1002432	hsa-miR-298
NCRO_1002433	hsa-miR-3974
NCRO_1002434	hsa-miR-138-2-3p
NCRO_1002435	hsa-miR-6733-5p
NCRO_1002436	hsa-miR-507
NCRO_1002437	hsa-miR-7851
NCRO_1002438	hsa-miR-6766-5p
NCRO_1002439	hsa-miR-4640-5p
NCRO_1002440	hsa-miR-4264
NCRO_1002441	hsa-miR-129-2-3p
NCRO_1002442	hsa-miR-7847
NCRO_1002443	hsa-miR-1268a
NCRO_1002444	hsa-miR-5692b
NCRO_1002445	hsa-miR-1302-3
NCRO_1002446	hsa-miR-585-3p
NCRO_1002447	hsa-miR-152-3p
NCRO_1002448	hsa-miR-4536-1
NCRO_1002449	hsa-miR-4524b-3p
NCRO_1002450	hsa-miR-4672
NCRO_1002451	hsa-miR-7845-5p
NCRO_1002452	hsa-miR-7977
NCRO_1002453	hsa-miR-4512
NCRO_1002454	hsa-miR-4289
NCRO_1002455	hsa-miR-3186-3p
NCRO_1002456	hsa-miR-935
NCRO_1002457	hsa-miR-1303
NCRO_1002458	hsa-miR-4653-5p
NCRO_1002459	hsa-miR-3142
NCRO_1002460	hsa-miR-8071-1
NCRO_1002461	hsa-miR-4513
NCRO_1002462	hsa-miR-1343-5p
NCRO_1002463	hsa-miR-144-5p
NCRO_1002464	hsa-miR-3614-5p
NCRO_1002465	hsa-miR-1255b-2-3p
NCRO_1002466	hsa-miR-5708
NCRO_1002467	hsa-miR-6781-3p
NCRO_1002468	hsa-miR-3689f
NCRO_1002469	hsa-miR-6874-3p
NCRO_1002470	hsa-miR-18a
NCRO_1002471	hsa-miR-5100
NCRO_1002472	hsa-miR-302b-5p
NCRO_1002473	hsa-miR-497-5p
NCRO_1002474	hsa-miR-7108
NCRO_1002475	hsa-miR-501
NCRO_1002476	hsa-miR-6846
NCRO_1002477	hsa-miR-3074-5p
NCRO_1002478	hsa-miR-512-3p
NCRO_1002479	hsa-miR-130b-5p
NCRO_1002480	hsa-miR-30c-2
NCRO_1002481	hsa-miR-4787
NCRO_1002482	hsa-miR-4485
NCRO_1002483	hsa-miR-3672
NCRO_1002484	hsa-miR-6794
NCRO_1002485	hsa-miR-548k
NCRO_1002486	hsa-miR-27a
NCRO_1002487	hsa-miR-6842
NCRO_1002488	hsa-miR-8088
NCRO_1002489	hsa-miR-8062
NCRO_1002490	hsa-miR-6860
NCRO_1002491	hsa-miR-7160-5p
NCRO_1002492	hsa-miR-7152-5p
NCRO_1002493	hsa-miR-302c-3p
NCRO_1002494	hsa-miR-3975
NCRO_1002495	hsa-miR-6827-5p
NCRO_1002496	hsa-miR-4451
NCRO_1002497	hsa-miR-6853-3p
NCRO_1002498	hsa-miR-4784
NCRO_1002499	hsa-miR-8052
NCRO_1002500	hsa-miR-215
NCRO_1002501	hsa-miR-192-3p
NCRO_1002502	hsa-miR-141-3p
NCRO_1002503	hsa-miR-4711
NCRO_1002504	hsa-miR-4655-5p
NCRO_1002505	hsa-miR-4730
NCRO_1002506	hsa-miR-486-5p
NCRO_1002507	hsa-miR-483-3p
NCRO_1002508	hsa-miR-3937
NCRO_1002509	hsa-miR-154-3p
NCRO_1002510	hsa-miR-367
NCRO_1002511	hsa-miR-663b
NCRO_1002512	hsa-miR-5571
NCRO_1002513	hsa-miR-5582
NCRO_1002514	hsa-miR-433-5p
NCRO_1002515	hsa-let-7d-3p
NCRO_1002516	hsa-miR-3130-5p
NCRO_1002517	hsa-miR-1184-3
NCRO_1002518	hsa-miR-1293
NCRO_1002519	hsa-miR-1470
NCRO_1002520	hsa-miR-6832
NCRO_1002521	hsa-miR-125b-2-3p
NCRO_1002522	hsa-miR-8066
NCRO_1002523	hsa-miR-4306
NCRO_1002524	hsa-miR-99a
NCRO_1002525	hsa-miR-219a-1
NCRO_1002526	hsa-miR-7158-5p
NCRO_1002527	hsa-miR-4716-3p
NCRO_1002528	hsa-miR-3126
NCRO_1002529	hsa-miR-3689d-1
NCRO_1002530	hsa-miR-6165
NCRO_1002531	hsa-miR-4480
NCRO_1002532	hsa-miR-659
NCRO_1002533	hsa-miR-7976
NCRO_1002534	hsa-miR-6763-3p
NCRO_1002535	hsa-miR-7-3
NCRO_1002536	hsa-miR-566
NCRO_1002537	hsa-miR-4770
NCRO_1002538	hsa-miR-6895
NCRO_1002539	hsa-let-7i-3p
NCRO_1002540	hsa-miR-3656
NCRO_1002541	hsa-miR-5787
NCRO_1002542	hsa-miR-653
NCRO_1002543	hsa-miR-103a-2
NCRO_1002544	hsa-miR-6843-3p
NCRO_1002545	hsa-miR-526a-1
NCRO_1002546	hsa-miR-1252-3p
NCRO_1002547	hsa-miR-4480
NCRO_1002548	hsa-miR-664b-5p
NCRO_1002549	hsa-miR-6759
NCRO_1002550	hsa-miR-664a-5p
NCRO_1002551	hsa-miR-4698
NCRO_1002552	hsa-miR-199a-3p
NCRO_1002553	hsa-miR-3198-1
NCRO_1002554	hsa-miR-7848-3p
NCRO_1002555	hsa-miR-6077
NCRO_1002556	hsa-miR-2467-5p
NCRO_1002557	hsa-miR-769
NCRO_1002558	hsa-miR-636
NCRO_1002559	hsa-miR-7703
NCRO_1002560	hsa-miR-8057
NCRO_1002561	hsa-miR-5687
NCRO_1002562	hsa-miR-4472
NCRO_1002563	hsa-miR-676
NCRO_1002564	hsa-miR-761
NCRO_1002565	hsa-miR-4684-5p
NCRO_1002566	hsa-miR-4636
NCRO_1002567	hsa-miR-3130-2
NCRO_1002568	hsa-miR-338
NCRO_1002569	hsa-miR-4671
NCRO_1002570	hsa-miR-224-5p
NCRO_1002571	hsa-miR-130a-3p
NCRO_1002572	hsa-miR-4260
NCRO_1002573	hsa-miR-650
NCRO_1002574	hsa-miR-675-3p
NCRO_1002575	hsa-miR-4320
NCRO_1002576	hsa-miR-5191
NCRO_1002577	hsa-miR-130b-3p
NCRO_1002578	hsa-miR-3180-1
NCRO_1002579	hsa-miR-3670-2
NCRO_1002580	hsa-miR-335
NCRO_1002581	hsa-miR-4461
NCRO_1002582	hsa-miR-762
NCRO_1002583	hsa-miR-4437
NCRO_1002584	hsa-miR-7973-2
NCRO_1002585	hsa-miR-6752
NCRO_1002586	hsa-miR-3591-3p
NCRO_1002587	hsa-miR-6830
NCRO_1002588	hsa-miR-19b-1-5p
NCRO_1002589	hsa-miR-3118-3
NCRO_1002590	hsa-miR-4519
NCRO_1002591	hsa-miR-1185-1-3p
NCRO_1002592	hsa-miR-941-1
NCRO_1002593	hsa-miR-6128
NCRO_1002594	hsa-miR-191-3p
NCRO_1002595	hsa-miR-4536-5p
NCRO_1002596	hsa-miR-29b-1-5p
NCRO_1002597	hsa-miR-7112-3p
NCRO_1002598	hsa-miR-5692c
NCRO_1002599	hsa-miR-3175
NCRO_1002600	hsa-miR-7107-5p
NCRO_1002601	hsa-miR-4717
NCRO_1002602	hsa-miR-6834-3p
NCRO_1002603	hsa-miR-583
NCRO_1002604	hsa-miR-6869-3p
NCRO_1002605	hsa-miR-6740
NCRO_1002606	hsa-miR-4664
NCRO_1002607	hsa-miR-4735-5p
NCRO_1002608	hsa-miR-4674
NCRO_1002609	hsa-miR-5196-3p
NCRO_1002610	hsa-miR-137
NCRO_1002611	hsa-miR-1913
NCRO_1002612	hsa-miR-6736-5p
NCRO_1002613	hsa-miR-1539
NCRO_1002614	hsa-miR-938
NCRO_1002615	hsa-miR-500a-5p
NCRO_1002616	hsa-miR-6090
NCRO_1002617	hsa-miR-4280
NCRO_1002618	hsa-miR-376c
NCRO_1002619	hsa-miR-4783
NCRO_1002620	hsa-miR-7845
NCRO_1002621	hsa-miR-649
NCRO_1002622	hsa-miR-5589
NCRO_1002623	hsa-miR-764
NCRO_1002624	hsa-miR-451b
NCRO_1002625	hsa-miR-3150b-3p
NCRO_1002626	hsa-miR-3135a
NCRO_1002627	hsa-miR-6755-3p
NCRO_1002628	hsa-miR-6818
NCRO_1002629	hsa-miR-5693
NCRO_1002630	hsa-miR-493-5p
NCRO_1002631	hsa-miR-33b-5p
NCRO_1002632	hsa-miR-3713
NCRO_1002633	hsa-miR-532-5p
NCRO_1002634	hsa-miR-3180-3
NCRO_1002635	hsa-miR-518f-5p
NCRO_1002636	hsa-miR-4667-5p
NCRO_1002637	hsa-miR-608
NCRO_1002638	hsa-miR-7151
NCRO_1002639	hsa-miR-4421
NCRO_1002640	hsa-miR-4443
NCRO_1002641	hsa-miR-624-5p
NCRO_1002642	hsa-miR-4802
NCRO_1002643	hsa-miR-4690-5p
NCRO_1002644	hsa-miR-1299
NCRO_1002645	hsa-miR-4782-3p
NCRO_1002646	hsa-miR-4766-5p
NCRO_1002647	hsa-miR-192
NCRO_1002648	hsa-miR-132
NCRO_1002649	hsa-miR-3648-2
NCRO_1002650	hsa-miR-4756-5p
NCRO_1002651	hsa-miR-4268
NCRO_1002652	hsa-miR-611
NCRO_1002653	hsa-miR-3169
NCRO_1002654	hsa-miR-6744
NCRO_1002655	hsa-miR-302c
NCRO_1002656	hsa-miR-190a
NCRO_1002657	hsa-miR-4733
NCRO_1002658	hsa-miR-548w
NCRO_1002659	hsa-miR-548aj-2
NCRO_1002660	hsa-miR-301b
NCRO_1002661	hsa-miR-4425
NCRO_1002662	hsa-miR-8081
NCRO_1002663	hsa-miR-208b-3p
NCRO_1002664	hsa-miR-8089
NCRO_1002665	hsa-miR-373-5p
NCRO_1002666	hsa-miR-103b
NCRO_1002667	hsa-miR-6851
NCRO_1002668	hsa-miR-331-3p
NCRO_1002669	hsa-miR-762
NCRO_1002670	hsa-miR-6779-3p
NCRO_1002671	hsa-miR-890
NCRO_1002672	hsa-miR-1286
NCRO_1002673	hsa-miR-4757
NCRO_1002674	hsa-miR-128-1
NCRO_1002675	hsa-miR-181d-5p
NCRO_1002676	hsa-miR-1245b
NCRO_1002677	hsa-miR-6886
NCRO_1002678	hsa-miR-567
NCRO_1002679	hsa-miR-522-3p
NCRO_1002680	hsa-miR-633
NCRO_1002681	hsa-miR-224-3p
NCRO_1002682	hsa-miR-3196
NCRO_1002683	hsa-miR-4790-3p
NCRO_1002684	hsa-miR-1224-3p
NCRO_1002685	hsa-miR-4750-5p
NCRO_1002686	hsa-miR-125b-2
NCRO_1002687	hsa-miR-4688
NCRO_1002688	hsa-miR-612
NCRO_1002689	hsa-miR-548m
NCRO_1002690	hsa-miR-3121
NCRO_1002691	hsa-miR-323a-3p
NCRO_1002692	hsa-miR-422a
NCRO_1002693	hsa-miR-494-5p
NCRO_1002694	hsa-miR-633
NCRO_1002695	hsa-miR-219b-5p
NCRO_1002696	hsa-miR-8052
NCRO_1002697	hsa-miR-6823-5p
NCRO_1002698	hsa-miR-205
NCRO_1002699	hsa-miR-548at-3p
NCRO_1002700	hsa-miR-6826-5p
NCRO_1002701	hsa-miR-548av-5p
NCRO_1002702	hsa-miR-944
NCRO_1002703	hsa-miR-194-2
NCRO_1002704	hsa-miR-421
NCRO_1002705	hsa-miR-548ao
NCRO_1002706	hsa-miR-548e-3p
NCRO_1002707	hsa-miR-6788
NCRO_1002708	hsa-miR-6752-3p
NCRO_1002709	hsa-miR-320b-2
NCRO_1002710	hsa-miR-635
NCRO_1002711	hsa-miR-1225-3p
NCRO_1002712	hsa-miR-6852-3p
NCRO_1002713	hsa-miR-328-5p
NCRO_1002714	hsa-miR-4643
NCRO_1002715	hsa-miR-3164
NCRO_1002716	hsa-miR-3936
NCRO_1002717	hsa-miR-548v
NCRO_1002718	hsa-miR-6858-3p
NCRO_1002719	hsa-miR-4789-3p
NCRO_1002720	hsa-miR-6796-5p
NCRO_1002721	hsa-miR-4682
NCRO_1002722	hsa-miR-4649-3p
NCRO_1002723	hsa-miR-4279
NCRO_1002724	hsa-miR-4316
NCRO_1002725	hsa-miR-2681-3p
NCRO_1002726	hsa-miR-6499
NCRO_1002727	hsa-miR-4257
NCRO_1002728	hsa-miR-7151-3p
NCRO_1002729	hsa-miR-8072
NCRO_1002730	hsa-miR-1972-1
NCRO_1002731	hsa-miR-5685
NCRO_1002732	hsa-miR-1914
NCRO_1002733	hsa-miR-610
NCRO_1002734	hsa-miR-6511b-2
NCRO_1002735	hsa-miR-4754
NCRO_1002736	hsa-miR-6854
NCRO_1002737	hsa-miR-3150b
NCRO_1002738	hsa-miR-6513
NCRO_1002739	hsa-miR-4302
NCRO_1002740	hsa-miR-4709-3p
NCRO_1002741	hsa-miR-4465
NCRO_1002742	hsa-miR-1291
NCRO_1002743	hsa-miR-193b-5p
NCRO_1002744	hsa-miR-525-5p
NCRO_1002745	hsa-miR-4657
NCRO_1002746	hsa-miR-6881-5p
NCRO_1002747	hsa-miR-372
NCRO_1002748	hsa-miR-4435
NCRO_1002749	hsa-miR-548aq
NCRO_1002750	hsa-miR-662
NCRO_1002751	hsa-miR-2861
NCRO_1002752	hsa-miR-197
NCRO_1002753	hsa-miR-548y
NCRO_1002754	hsa-miR-6859-2
NCRO_1002755	hsa-miR-491
NCRO_1002756	hsa-miR-4749-5p
NCRO_1002757	hsa-miR-555
NCRO_1002758	hsa-miR-4632-5p
NCRO_1002759	hsa-miR-452-5p
NCRO_1002760	hsa-miR-3655
NCRO_1002761	hsa-miR-4262
NCRO_1002762	hsa-miR-4676-5p
NCRO_1002763	hsa-miR-590-3p
NCRO_1002764	hsa-miR-4699-5p
NCRO_1002765	hsa-miR-4797-3p
NCRO_1002766	hsa-miR-3910-1
NCRO_1002767	hsa-miR-518b
NCRO_1002768	hsa-miR-877-3p
